0,1,2,3,4,5,target
0.013501283712685108,-0.38704118,-0.25270310044288635,1.8678200244903564,3.633690357208252,1.4913278818130493,1.0
2.038102626800537,-0.30115017,-0.5364640355110168,-0.21882790327072144,-0.377865731716156,-0.8437437415122986,1.0
0.32601770758628845,-0.31382084,-0.39842459559440613,1.0279394388198853,3.5106098651885986,0.834237813949585,1.0
0.5128095149993896,-0.3775045,-0.3163597285747528,1.470882534980774,-0.377865731716156,1.2699121236801147,1.0
5.022889137268066,-0.15853085,-0.2612640857696533,-0.8594831228256226,2.0,0.8819230794906616,1.0
0.9476065039634705,-0.32774338,-0.35751456022262573,4.9392242431640625,3.647501230239868,1.315260410308838,1.0
0.3469419777393341,0.10036555,-0.3950321078300476,1.580230951309204,14.26595401763916,1.0,1.0
0.9650214910507202,-0.43753755,-0.5832709670066833,-0.8595510721206665,-0.377865731716156,-0.9456964731216431,1.0
0.5283243060112,0.21445182,-0.26395922899246216,4.0,2.6563222408294678,1.3442898988723755,1.0
0.6380791068077087,-0.23999839,-0.1303369700908661,1.0,1.0,1.0,1.0
-0.7822932004928589,-0.41702494,-0.4944080412387848,2.0,2.429051399230957,0.9513735175132751,1.0
7.595155239105225,0.2334832,-0.34107068181037903,1.0,3.0,1.0514966249465942,1.0
-0.5902936458587646,-0.38966766,-0.3833615779876709,1.3308802843093872,11.861597061157227,1.0,1.0
1.3772571086883545,-0.17033935,-0.24402238428592682,1.3122011423110962,2.710638999938965,0.8616679310798645,1.0
0.06860072910785675,-0.26568422,-0.1310058832168579,1.2999904155731201,1.50718355178833,1.0,1.0
0.6093787550926208,0.29288253,-0.3888080418109894,1.6524080038070679,2.0,1.5579042434692383,1.0
1.0753217935562134,-0.28971487,1.8416391611099243,0.37594422698020935,-0.377865731716156,1.8880845308303833,1.0
0.08486032485961914,-0.38849732,-0.382588654756546,1.420220971107483,3.439906358718872,1.5992289781570435,1.0
0.32722941040992737,-0.34557477,-0.3701859712600708,-0.8595077991485596,-0.377865731716156,-0.9457218050956726,1.0
-0.03006458654999733,-0.4166799,-0.356078177690506,1.0,1.0,1.1527372598648071,1.0
0.17956529557704926,-0.27930343,-0.4285280704498291,1.6906704902648926,4.109847068786621,1.4382518529891968,1.0
0.5234416127204895,-0.3392767,-0.43570733070373535,1.4504772424697876,4.583438396453857,1.4465813636779785,1.0
0.6265472173690796,-0.36234683,-0.1911613643169403,-0.5967376828193665,2.0,1.38041090965271,1.0
1.0115453004837036,-0.26743725,-0.4590309262275696,1.3780230283737183,3.0,1.217339038848877,1.0
0.22761283814907074,-0.36469644,-0.37668198347091675,0.5311813354492188,-0.377865731716156,1.2390469312667847,1.0
0.5650679469108582,-0.37421468,-0.1681574434041977,1.0,1.0,1.5087659358978271,1.0
0.024468598887324333,-0.4415457,-0.27383750677108765,1.0,4.0,1.1055105924606323,1.0
0.17133788764476776,-0.42319113,-0.2483724057674408,2.0,3.1384856700897217,0.9584199786186218,1.0
1.3177069425582886,-0.15924709,-0.4070974588394165,3.0,13.0,0.9102001786231995,1.0
1.1344119310379028,0.20959483,-0.4966726005077362,4.562067031860352,10.725342750549316,0.841731607913971,1.0
